frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl,class,label,anomaly_prediction
3.7e-05,0.000773,105,10.5.150.156,10.5.150.109,44939,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:36:39:34:61:66:35:35:30:61:31:62:33:34:31:39:33:38:63:32:32:37:37:35,37,512,0x0000415f,694af550a1b341938c22775,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0,-1
3.1e-05,0.000836,105,10.5.150.153,10.5.150.109,37013,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:62:64:39:65:36:65:36:64:62:64:31:30:34:35:66:65:39:63:36:64:37:37:35,37,512,0x0000415c,bd9e6e6dbd1045fe9c6d775,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0,-1
5.1e-05,0.000915,105,10.5.150.157,10.5.150.109,34445,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:62:62:38:37:35:64:62:34:65:35:31:66:34:31:33:35:38:33:64:38:35:66:62,37,512,0x00004160,bb875db4e51f413583d85fb,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0,-1
0.003663,0.004608,105,10.5.150.154,10.5.150.109,41731,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:33:61:30:62:66:62:33:66:39:31:36:66:34:65:34:65:62:36:38:63:63:32:38,37,512,0x0000415d,3a0bfb3f916f4e4eb68cc28,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0,-1
0.000512,0.005248,105,10.5.150.151,10.5.150.109,46547,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:34:62:32:62:35:61:30:66:65:35:31:66:34:63:66:33:61:63:37:66:35:62:61,37,512,0x0000415a,4b2b5a0fe51f4cf3ac7f5ba,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0,-1
1.998813,60.246226,84,10.5.150.153,10.5.150.109,40787,1883,0x00000018,4.999911,16,5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0c:00:08:48:75:6d:69:64:69:74:79:31:39,2,512,0x00004147,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,19.0,12,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
7e-06,60.246283,87,10.5.150.151,10.5.150.109,43295,1883,0x00000018,4.999911,19,5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:30,2,512,0x00004148,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,20.0,12,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0,-1
1e-05,60.246293,86,10.5.150.155,10.5.150.109,37547,1883,0x00000018,4.99991,18,5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:38:34:30,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1840.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
4e-06,60.24631,87,10.5.150.151,10.5.150.109,46547,1883,0x00000018,4.99991,19,5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:31,2,512,0x00004148,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,21.0,12,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0,-1
6e-06,60.246327,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,4.999888,18,5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:36:31:39,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1619.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
2.002039,120.248866,84,10.5.150.153,10.5.150.109,40787,1883,0x00000018,5.002811,16,7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0c:00:08:48:75:6d:69:64:69:74:79:36:33,2,512,0x00004147,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,63.0,12,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
5.6e-05,120.24937,86,10.5.150.154,10.5.150.109,41731,1883,0x00000018,5.003228,18,7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:09:42:61:72:6f:6d:65:74:65:72:39:34:35,2,512,0x0000414a,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,945.0,12,0.0,0.0,Barometer,9.0,0.0,0.0,6,64,environmentMonitoring,0,-1
5.9e-05,120.24946,87,10.5.150.151,10.5.150.109,43295,1883,0x00000018,5.003312,19,7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:31,2,512,0x00004148,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,21.0,12,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0,-1
0.000139,120.24963,86,10.5.150.155,10.5.150.109,37547,1883,0x00000018,5.003452,18,7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:39:33:33,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1933.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
3.7e-05,120.249915,87,10.5.150.151,10.5.150.109,46547,1883,0x00000018,5.003704,19,7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:31,2,512,0x00004148,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,21.0,12,0.0,0.0,Temperature,11.0,0.0,0.0,6,64,environmentMonitoring,0,-1
3.9e-05,120.250137,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,5.003892,18,7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:36:32:34,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1624.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
2.000587,180.247338,85,10.5.150.153,10.5.150.109,40787,1883,0x00000018,5.000303,17,9,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0d:00:08:48:75:6d:69:64:69:74:79:31:31:30,2,512,0x00004148,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,110.0,12,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
1.99494,300.245985,85,10.5.150.153,10.5.150.109,40787,1883,0x00000018,4.999446,17,13,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0d:00:08:48:75:6d:69:64:69:74:79:31:32:39,2,512,0x00004148,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,129.0,12,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
7e-06,720.246964,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,4.994839,18,27,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:37:38:35,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1785.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
9e-06,900.246739,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,4.997795,18,33,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:39:31:36,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1916.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
7e-06,1020.246289,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,4.999816,18,37,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:37:39:32,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1792.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
1.3e-05,1800.248238,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,4.999869,18,63,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:38:33:32,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1832.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
6e-06,1920.248434,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,4.998645,18,67,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:39:32:36,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1926.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
7e-06,1980.246542,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,4.999934,18,69,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:39:33:39,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1939.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
0.000132,2040.252341,86,10.5.150.155,10.5.150.109,37547,1883,0x00000018,5.005407,18,71,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:38:34:33,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1843.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
5.3e-05,2040.252893,86,10.5.150.155,10.5.150.109,41133,1883,0x00000018,5.00592,18,71,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00:30:0e:00:08:53:6f:6c:61:72:52:61:64:31:37:30:31,2,512,0x0000414b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0,1701.0,12,0.0,0.0,SolarRad,8.0,0.0,0.0,6,64,environmentMonitoring,0,-1
